TC (En Bs/USD),N°,Monto,banco,fecha
7.0,0.0,0.0,BANCO BISA,2026-06-26
7.01,0.0,0.0,BANCO BISA,2026-06-26
7.2,0.0,0.0,BANCO BISA,2026-06-26
7.5,0.0,0.0,BANCO BISA,2026-06-26
8.0,0.0,0.0,BANCO BISA,2026-06-26
8.2,0.0,0.0,BANCO BISA,2026-06-26
8.4,0.0,0.0,BANCO BISA,2026-06-26
8.5,12.0,22524.0,BANCO BISA,2026-06-26
8.7,0.0,0.0,BANCO BISA,2026-06-26
8.85,0.0,0.0,BANCO BISA,2026-06-26
9.0,37.0,82783.0,BANCO BISA,2026-06-26
9.05,0.0,0.0,BANCO BISA,2026-06-26
9.1,0.0,0.0,BANCO BISA,2026-06-26
9.15,1.0,14965.0,BANCO BISA,2026-06-26
9.2,1.0,249965.0,BANCO BISA,2026-06-26
9.32,0.0,0.0,BANCO BISA,2026-06-26
9.5,5.0,43654.0,BANCO BISA,2026-06-26
9.6,3.0,220425.0,BANCO BISA,2026-06-26
9.63,0.0,0.0,BANCO BISA,2026-06-26
9.65,1.0,5507.0,BANCO BISA,2026-06-26
9.7,7.0,14864.0,BANCO BISA,2026-06-26
9.715,1.0,60000.0,BANCO BISA,2026-06-26
9.73,0.0,0.0,BANCO BISA,2026-06-26
9.74,0.0,0.0,BANCO BISA,2026-06-26
9.75,8.0,146317.0,BANCO BISA,2026-06-26
9.76,1.0,1054.0,BANCO BISA,2026-06-26
9.78,3.0,591315.0,BANCO BISA,2026-06-26
9.8,3.0,3717.0,BANCO BISA,2026-06-26
9.81,1.0,500000.0,BANCO BISA,2026-06-26
9.812,1.0,2000000.0,BANCO BISA,2026-06-26
9.82,0.0,0.0,BANCO BISA,2026-06-26
7.0,0.0,0.0,BANCO DE CRÉDITO,2026-06-26
7.01,0.0,0.0,BANCO DE CRÉDITO,2026-06-26
7.2,0.0,0.0,BANCO DE CRÉDITO,2026-06-26
7.5,0.0,0.0,BANCO DE CRÉDITO,2026-06-26
8.0,0.0,0.0,BANCO DE CRÉDITO,2026-06-26
8.2,0.0,0.0,BANCO DE CRÉDITO,2026-06-26
8.4,0.0,0.0,BANCO DE CRÉDITO,2026-06-26
8.5,0.0,0.0,BANCO DE CRÉDITO,2026-06-26
8.7,0.0,0.0,BANCO DE CRÉDITO,2026-06-26
8.85,0.0,0.0,BANCO DE CRÉDITO,2026-06-26
9.0,0.0,0.0,BANCO DE CRÉDITO,2026-06-26
9.05,0.0,0.0,BANCO DE CRÉDITO,2026-06-26
9.1,2.0,2379.0,BANCO DE CRÉDITO,2026-06-26
9.15,0.0,0.0,BANCO DE CRÉDITO,2026-06-26
9.2,0.0,0.0,BANCO DE CRÉDITO,2026-06-26
9.32,0.0,0.0,BANCO DE CRÉDITO,2026-06-26
9.5,13.0,19102.0,BANCO DE CRÉDITO,2026-06-26
9.6,0.0,0.0,BANCO DE CRÉDITO,2026-06-26
9.63,0.0,0.0,BANCO DE CRÉDITO,2026-06-26
9.65,0.0,0.0,BANCO DE CRÉDITO,2026-06-26
9.7,0.0,0.0,BANCO DE CRÉDITO,2026-06-26
9.715,0.0,0.0,BANCO DE CRÉDITO,2026-06-26
9.73,0.0,0.0,BANCO DE CRÉDITO,2026-06-26
9.74,0.0,0.0,BANCO DE CRÉDITO,2026-06-26
9.75,0.0,0.0,BANCO DE CRÉDITO,2026-06-26
9.76,0.0,0.0,BANCO DE CRÉDITO,2026-06-26
9.78,0.0,0.0,BANCO DE CRÉDITO,2026-06-26
9.8,0.0,0.0,BANCO DE CRÉDITO,2026-06-26
9.81,0.0,0.0,BANCO DE CRÉDITO,2026-06-26
9.812,0.0,0.0,BANCO DE CRÉDITO,2026-06-26
9.82,0.0,0.0,BANCO DE CRÉDITO,2026-06-26
7.0,0.0,0.0,BANCO DE LA NACIÓN ARGENTINA,2026-06-26
7.01,0.0,0.0,BANCO DE LA NACIÓN ARGENTINA,2026-06-26
7.2,0.0,0.0,BANCO DE LA NACIÓN ARGENTINA,2026-06-26
7.5,0.0,0.0,BANCO DE LA NACIÓN ARGENTINA,2026-06-26
8.0,0.0,0.0,BANCO DE LA NACIÓN ARGENTINA,2026-06-26
8.2,0.0,0.0,BANCO DE LA NACIÓN ARGENTINA,2026-06-26
8.4,0.0,0.0,BANCO DE LA NACIÓN ARGENTINA,2026-06-26
8.5,0.0,0.0,BANCO DE LA NACIÓN ARGENTINA,2026-06-26
8.7,0.0,0.0,BANCO DE LA NACIÓN ARGENTINA,2026-06-26
8.85,0.0,0.0,BANCO DE LA NACIÓN ARGENTINA,2026-06-26
9.0,0.0,0.0,BANCO DE LA NACIÓN ARGENTINA,2026-06-26
9.05,0.0,0.0,BANCO DE LA NACIÓN ARGENTINA,2026-06-26
9.1,0.0,0.0,BANCO DE LA NACIÓN ARGENTINA,2026-06-26
9.15,0.0,0.0,BANCO DE LA NACIÓN ARGENTINA,2026-06-26
9.2,0.0,0.0,BANCO DE LA NACIÓN ARGENTINA,2026-06-26
9.32,0.0,0.0,BANCO DE LA NACIÓN ARGENTINA,2026-06-26
9.5,0.0,0.0,BANCO DE LA NACIÓN ARGENTINA,2026-06-26
9.6,0.0,0.0,BANCO DE LA NACIÓN ARGENTINA,2026-06-26
9.63,0.0,0.0,BANCO DE LA NACIÓN ARGENTINA,2026-06-26
9.65,0.0,0.0,BANCO DE LA NACIÓN ARGENTINA,2026-06-26
9.7,1.0,7425.0,BANCO DE LA NACIÓN ARGENTINA,2026-06-26
9.715,0.0,0.0,BANCO DE LA NACIÓN ARGENTINA,2026-06-26
9.73,0.0,0.0,BANCO DE LA NACIÓN ARGENTINA,2026-06-26
9.74,0.0,0.0,BANCO DE LA NACIÓN ARGENTINA,2026-06-26
9.75,0.0,0.0,BANCO DE LA NACIÓN ARGENTINA,2026-06-26
9.76,0.0,0.0,BANCO DE LA NACIÓN ARGENTINA,2026-06-26
9.78,0.0,0.0,BANCO DE LA NACIÓN ARGENTINA,2026-06-26
9.8,0.0,0.0,BANCO DE LA NACIÓN ARGENTINA,2026-06-26
9.81,0.0,0.0,BANCO DE LA NACIÓN ARGENTINA,2026-06-26
9.812,0.0,0.0,BANCO DE LA NACIÓN ARGENTINA,2026-06-26
9.82,0.0,0.0,BANCO DE LA NACIÓN ARGENTINA,2026-06-26
7.0,0.0,0.0,BANCO ECONÓMICO,2026-06-26
7.01,0.0,0.0,BANCO ECONÓMICO,2026-06-26
7.2,4.0,10107.0,BANCO ECONÓMICO,2026-06-26
7.5,0.0,0.0,BANCO ECONÓMICO,2026-06-26
8.0,0.0,0.0,BANCO ECONÓMICO,2026-06-26
8.2,0.0,0.0,BANCO ECONÓMICO,2026-06-26
8.4,0.0,0.0,BANCO ECONÓMICO,2026-06-26
8.5,0.0,0.0,BANCO ECONÓMICO,2026-06-26
8.7,0.0,0.0,BANCO ECONÓMICO,2026-06-26
8.85,0.0,0.0,BANCO ECONÓMICO,2026-06-26
9.0,0.0,0.0,BANCO ECONÓMICO,2026-06-26
9.05,0.0,0.0,BANCO ECONÓMICO,2026-06-26
9.1,0.0,0.0,BANCO ECONÓMICO,2026-06-26
9.15,0.0,0.0,BANCO ECONÓMICO,2026-06-26
9.2,0.0,0.0,BANCO ECONÓMICO,2026-06-26
9.32,0.0,0.0,BANCO ECONÓMICO,2026-06-26
9.5,0.0,0.0,BANCO ECONÓMICO,2026-06-26
9.6,0.0,0.0,BANCO ECONÓMICO,2026-06-26
9.63,0.0,0.0,BANCO ECONÓMICO,2026-06-26
9.65,0.0,0.0,BANCO ECONÓMICO,2026-06-26
9.7,0.0,0.0,BANCO ECONÓMICO,2026-06-26
9.715,0.0,0.0,BANCO ECONÓMICO,2026-06-26
9.73,1.0,2000000.0,BANCO ECONÓMICO,2026-06-26
9.74,0.0,0.0,BANCO ECONÓMICO,2026-06-26
9.75,0.0,0.0,BANCO ECONÓMICO,2026-06-26
9.76,1.0,40000.0,BANCO ECONÓMICO,2026-06-26
9.78,0.0,0.0,BANCO ECONÓMICO,2026-06-26
9.8,4.0,1144025.0,BANCO ECONÓMICO,2026-06-26
9.81,1.0,2000000.0,BANCO ECONÓMICO,2026-06-26
9.812,0.0,0.0,BANCO ECONÓMICO,2026-06-26
9.82,0.0,0.0,BANCO ECONÓMICO,2026-06-26
7.0,0.0,0.0,BANCO FIE,2026-06-26
7.01,0.0,0.0,BANCO FIE,2026-06-26
7.2,0.0,0.0,BANCO FIE,2026-06-26
7.5,0.0,0.0,BANCO FIE,2026-06-26
8.0,0.0,0.0,BANCO FIE,2026-06-26
8.2,0.0,0.0,BANCO FIE,2026-06-26
8.4,0.0,0.0,BANCO FIE,2026-06-26
8.5,0.0,0.0,BANCO FIE,2026-06-26
8.7,0.0,0.0,BANCO FIE,2026-06-26
8.85,0.0,0.0,BANCO FIE,2026-06-26
9.0,0.0,0.0,BANCO FIE,2026-06-26
9.05,0.0,0.0,BANCO FIE,2026-06-26
9.1,0.0,0.0,BANCO FIE,2026-06-26
9.15,0.0,0.0,BANCO FIE,2026-06-26
9.2,0.0,0.0,BANCO FIE,2026-06-26
9.32,0.0,0.0,BANCO FIE,2026-06-26
9.5,0.0,0.0,BANCO FIE,2026-06-26
9.6,0.0,0.0,BANCO FIE,2026-06-26
9.63,0.0,0.0,BANCO FIE,2026-06-26
9.65,0.0,0.0,BANCO FIE,2026-06-26
9.7,0.0,0.0,BANCO FIE,2026-06-26
9.715,0.0,0.0,BANCO FIE,2026-06-26
9.73,0.0,0.0,BANCO FIE,2026-06-26
9.74,0.0,0.0,BANCO FIE,2026-06-26
9.75,0.0,0.0,BANCO FIE,2026-06-26
9.76,0.0,0.0,BANCO FIE,2026-06-26
9.78,0.0,0.0,BANCO FIE,2026-06-26
9.8,0.0,0.0,BANCO FIE,2026-06-26
9.81,0.0,0.0,BANCO FIE,2026-06-26
9.812,0.0,0.0,BANCO FIE,2026-06-26
9.82,0.0,0.0,BANCO FIE,2026-06-26
7.0,0.0,0.0,BANCO FORTALEZA,2026-06-26
7.01,0.0,0.0,BANCO FORTALEZA,2026-06-26
7.2,0.0,0.0,BANCO FORTALEZA,2026-06-26
7.5,0.0,0.0,BANCO FORTALEZA,2026-06-26
8.0,0.0,0.0,BANCO FORTALEZA,2026-06-26
8.2,0.0,0.0,BANCO FORTALEZA,2026-06-26
8.4,0.0,0.0,BANCO FORTALEZA,2026-06-26
8.5,0.0,0.0,BANCO FORTALEZA,2026-06-26
8.7,0.0,0.0,BANCO FORTALEZA,2026-06-26
8.85,0.0,0.0,BANCO FORTALEZA,2026-06-26
9.0,0.0,0.0,BANCO FORTALEZA,2026-06-26
9.05,0.0,0.0,BANCO FORTALEZA,2026-06-26
9.1,0.0,0.0,BANCO FORTALEZA,2026-06-26
9.15,0.0,0.0,BANCO FORTALEZA,2026-06-26
9.2,0.0,0.0,BANCO FORTALEZA,2026-06-26
9.32,0.0,0.0,BANCO FORTALEZA,2026-06-26
9.5,0.0,0.0,BANCO FORTALEZA,2026-06-26
9.6,0.0,0.0,BANCO FORTALEZA,2026-06-26
9.63,0.0,0.0,BANCO FORTALEZA,2026-06-26
9.65,0.0,0.0,BANCO FORTALEZA,2026-06-26
9.7,0.0,0.0,BANCO FORTALEZA,2026-06-26
9.715,0.0,0.0,BANCO FORTALEZA,2026-06-26
9.73,0.0,0.0,BANCO FORTALEZA,2026-06-26
9.74,0.0,0.0,BANCO FORTALEZA,2026-06-26
9.75,0.0,0.0,BANCO FORTALEZA,2026-06-26
9.76,0.0,0.0,BANCO FORTALEZA,2026-06-26
9.78,0.0,0.0,BANCO FORTALEZA,2026-06-26
9.8,0.0,0.0,BANCO FORTALEZA,2026-06-26
9.81,0.0,0.0,BANCO FORTALEZA,2026-06-26
9.812,0.0,0.0,BANCO FORTALEZA,2026-06-26
9.82,1.0,400000.0,BANCO FORTALEZA,2026-06-26
7.0,5.0,5743.0,BANCO GANADERO,2026-06-26
7.01,1.0,197.0,BANCO GANADERO,2026-06-26
7.2,0.0,0.0,BANCO GANADERO,2026-06-26
7.5,0.0,0.0,BANCO GANADERO,2026-06-26
8.0,1.0,5000.0,BANCO GANADERO,2026-06-26
8.2,0.0,0.0,BANCO GANADERO,2026-06-26
8.4,0.0,0.0,BANCO GANADERO,2026-06-26
8.5,0.0,0.0,BANCO GANADERO,2026-06-26
8.7,0.0,0.0,BANCO GANADERO,2026-06-26
8.85,0.0,0.0,BANCO GANADERO,2026-06-26
9.0,0.0,0.0,BANCO GANADERO,2026-06-26
9.05,0.0,0.0,BANCO GANADERO,2026-06-26
9.1,0.0,0.0,BANCO GANADERO,2026-06-26
9.15,0.0,0.0,BANCO GANADERO,2026-06-26
9.2,0.0,0.0,BANCO GANADERO,2026-06-26
9.32,1.0,107.0,BANCO GANADERO,2026-06-26
9.5,1.0,5005.0,BANCO GANADERO,2026-06-26
9.6,63.0,32733.0,BANCO GANADERO,2026-06-26
9.63,1.0,30465.0,BANCO GANADERO,2026-06-26
9.65,0.0,0.0,BANCO GANADERO,2026-06-26
9.7,71.0,214200.0,BANCO GANADERO,2026-06-26
9.715,0.0,0.0,BANCO GANADERO,2026-06-26
9.73,2.0,752803.0,BANCO GANADERO,2026-06-26
9.74,0.0,0.0,BANCO GANADERO,2026-06-26
9.75,0.0,0.0,BANCO GANADERO,2026-06-26
9.76,0.0,0.0,BANCO GANADERO,2026-06-26
9.78,0.0,0.0,BANCO GANADERO,2026-06-26
9.8,0.0,0.0,BANCO GANADERO,2026-06-26
9.81,0.0,0.0,BANCO GANADERO,2026-06-26
9.812,0.0,0.0,BANCO GANADERO,2026-06-26
9.82,1.0,2000000.0,BANCO GANADERO,2026-06-26
7.0,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-06-26
7.01,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-06-26
7.2,2.0,2901.0,BANCO MERCANTIL SANTA CRUZ,2026-06-26
7.5,7.0,13240.0,BANCO MERCANTIL SANTA CRUZ,2026-06-26
8.0,1.0,2000.0,BANCO MERCANTIL SANTA CRUZ,2026-06-26
8.2,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-06-26
8.4,3.0,1000.0,BANCO MERCANTIL SANTA CRUZ,2026-06-26
8.5,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-06-26
8.7,1.0,4834.0,BANCO MERCANTIL SANTA CRUZ,2026-06-26
8.85,2.0,478750.0,BANCO MERCANTIL SANTA CRUZ,2026-06-26
9.0,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-06-26
9.05,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-06-26
9.1,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-06-26
9.15,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-06-26
9.2,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-06-26
9.32,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-06-26
9.5,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-06-26
9.6,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-06-26
9.63,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-06-26
9.65,2.0,93295.0,BANCO MERCANTIL SANTA CRUZ,2026-06-26
9.7,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-06-26
9.715,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-06-26
9.73,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-06-26
9.74,1.0,54792.0,BANCO MERCANTIL SANTA CRUZ,2026-06-26
9.75,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-06-26
9.76,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-06-26
9.78,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-06-26
9.8,2.0,999857.0,BANCO MERCANTIL SANTA CRUZ,2026-06-26
9.81,1.0,1500000.0,BANCO MERCANTIL SANTA CRUZ,2026-06-26
9.812,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-06-26
9.82,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-06-26
7.0,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-06-26
7.01,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-06-26
7.2,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-06-26
7.5,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-06-26
8.0,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-06-26
8.2,1.0,469.0,BANCO NACIONAL DE BOLIVIA,2026-06-26
8.4,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-06-26
8.5,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-06-26
8.7,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-06-26
8.85,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-06-26
9.0,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-06-26
9.05,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-06-26
9.1,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-06-26
9.15,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-06-26
9.2,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-06-26
9.32,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-06-26
9.5,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-06-26
9.6,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-06-26
9.63,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-06-26
9.65,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-06-26
9.7,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-06-26
9.715,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-06-26
9.73,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-06-26
9.74,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-06-26
9.75,1.0,1440000.0,BANCO NACIONAL DE BOLIVIA,2026-06-26
9.76,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-06-26
9.78,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-06-26
9.8,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-06-26
9.81,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-06-26
9.812,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-06-26
9.82,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-06-26
7.0,0.0,0.0,BANCO PRODEM,2026-06-26
7.01,0.0,0.0,BANCO PRODEM,2026-06-26
7.2,0.0,0.0,BANCO PRODEM,2026-06-26
7.5,0.0,0.0,BANCO PRODEM,2026-06-26
8.0,0.0,0.0,BANCO PRODEM,2026-06-26
8.2,0.0,0.0,BANCO PRODEM,2026-06-26
8.4,0.0,0.0,BANCO PRODEM,2026-06-26
8.5,0.0,0.0,BANCO PRODEM,2026-06-26
8.7,0.0,0.0,BANCO PRODEM,2026-06-26
8.85,0.0,0.0,BANCO PRODEM,2026-06-26
9.0,0.0,0.0,BANCO PRODEM,2026-06-26
9.05,0.0,0.0,BANCO PRODEM,2026-06-26
9.1,0.0,0.0,BANCO PRODEM,2026-06-26
9.15,0.0,0.0,BANCO PRODEM,2026-06-26
9.2,0.0,0.0,BANCO PRODEM,2026-06-26
9.32,0.0,0.0,BANCO PRODEM,2026-06-26
9.5,0.0,0.0,BANCO PRODEM,2026-06-26
9.6,0.0,0.0,BANCO PRODEM,2026-06-26
9.63,0.0,0.0,BANCO PRODEM,2026-06-26
9.65,0.0,0.0,BANCO PRODEM,2026-06-26
9.7,0.0,0.0,BANCO PRODEM,2026-06-26
9.715,0.0,0.0,BANCO PRODEM,2026-06-26
9.73,0.0,0.0,BANCO PRODEM,2026-06-26
9.74,0.0,0.0,BANCO PRODEM,2026-06-26
9.75,0.0,0.0,BANCO PRODEM,2026-06-26
9.76,0.0,0.0,BANCO PRODEM,2026-06-26
9.78,0.0,0.0,BANCO PRODEM,2026-06-26
9.8,0.0,0.0,BANCO PRODEM,2026-06-26
9.81,0.0,0.0,BANCO PRODEM,2026-06-26
9.812,0.0,0.0,BANCO PRODEM,2026-06-26
9.82,0.0,0.0,BANCO PRODEM,2026-06-26
7.0,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-06-26
7.01,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-06-26
7.2,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-06-26
7.5,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-06-26
8.0,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-06-26
8.2,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-06-26
8.4,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-06-26
8.5,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-06-26
8.7,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-06-26
8.85,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-06-26
9.0,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-06-26
9.05,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-06-26
9.1,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-06-26
9.15,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-06-26
9.2,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-06-26
9.32,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-06-26
9.5,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-06-26
9.6,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-06-26
9.63,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-06-26
9.65,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-06-26
9.7,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-06-26
9.715,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-06-26
9.73,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-06-26
9.74,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-06-26
9.75,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-06-26
9.76,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-06-26
9.78,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-06-26
9.8,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-06-26
9.81,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-06-26
9.812,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-06-26
9.82,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-06-26
7.0,0.0,0.0,BANCO PYME ECOFUTURO,2026-06-26
7.01,0.0,0.0,BANCO PYME ECOFUTURO,2026-06-26
7.2,0.0,0.0,BANCO PYME ECOFUTURO,2026-06-26
7.5,0.0,0.0,BANCO PYME ECOFUTURO,2026-06-26
8.0,0.0,0.0,BANCO PYME ECOFUTURO,2026-06-26
8.2,0.0,0.0,BANCO PYME ECOFUTURO,2026-06-26
8.4,0.0,0.0,BANCO PYME ECOFUTURO,2026-06-26
8.5,0.0,0.0,BANCO PYME ECOFUTURO,2026-06-26
8.7,0.0,0.0,BANCO PYME ECOFUTURO,2026-06-26
8.85,0.0,0.0,BANCO PYME ECOFUTURO,2026-06-26
9.0,0.0,0.0,BANCO PYME ECOFUTURO,2026-06-26
9.05,0.0,0.0,BANCO PYME ECOFUTURO,2026-06-26
9.1,0.0,0.0,BANCO PYME ECOFUTURO,2026-06-26
9.15,0.0,0.0,BANCO PYME ECOFUTURO,2026-06-26
9.2,0.0,0.0,BANCO PYME ECOFUTURO,2026-06-26
9.32,0.0,0.0,BANCO PYME ECOFUTURO,2026-06-26
9.5,0.0,0.0,BANCO PYME ECOFUTURO,2026-06-26
9.6,0.0,0.0,BANCO PYME ECOFUTURO,2026-06-26
9.63,0.0,0.0,BANCO PYME ECOFUTURO,2026-06-26
9.65,0.0,0.0,BANCO PYME ECOFUTURO,2026-06-26
9.7,0.0,0.0,BANCO PYME ECOFUTURO,2026-06-26
9.715,0.0,0.0,BANCO PYME ECOFUTURO,2026-06-26
9.73,0.0,0.0,BANCO PYME ECOFUTURO,2026-06-26
9.74,0.0,0.0,BANCO PYME ECOFUTURO,2026-06-26
9.75,0.0,0.0,BANCO PYME ECOFUTURO,2026-06-26
9.76,0.0,0.0,BANCO PYME ECOFUTURO,2026-06-26
9.78,0.0,0.0,BANCO PYME ECOFUTURO,2026-06-26
9.8,0.0,0.0,BANCO PYME ECOFUTURO,2026-06-26
9.81,0.0,0.0,BANCO PYME ECOFUTURO,2026-06-26
9.812,0.0,0.0,BANCO PYME ECOFUTURO,2026-06-26
9.82,0.0,0.0,BANCO PYME ECOFUTURO,2026-06-26
7.0,0.0,0.0,BANCO SOLIDARIO,2026-06-26
7.01,0.0,0.0,BANCO SOLIDARIO,2026-06-26
7.2,0.0,0.0,BANCO SOLIDARIO,2026-06-26
7.5,2.0,5300.0,BANCO SOLIDARIO,2026-06-26
8.0,0.0,0.0,BANCO SOLIDARIO,2026-06-26
8.2,0.0,0.0,BANCO SOLIDARIO,2026-06-26
8.4,0.0,0.0,BANCO SOLIDARIO,2026-06-26
8.5,0.0,0.0,BANCO SOLIDARIO,2026-06-26
8.7,0.0,0.0,BANCO SOLIDARIO,2026-06-26
8.85,0.0,0.0,BANCO SOLIDARIO,2026-06-26
9.0,0.0,0.0,BANCO SOLIDARIO,2026-06-26
9.05,0.0,0.0,BANCO SOLIDARIO,2026-06-26
9.1,0.0,0.0,BANCO SOLIDARIO,2026-06-26
9.15,0.0,0.0,BANCO SOLIDARIO,2026-06-26
9.2,0.0,0.0,BANCO SOLIDARIO,2026-06-26
9.32,0.0,0.0,BANCO SOLIDARIO,2026-06-26
9.5,0.0,0.0,BANCO SOLIDARIO,2026-06-26
9.6,0.0,0.0,BANCO SOLIDARIO,2026-06-26
9.63,0.0,0.0,BANCO SOLIDARIO,2026-06-26
9.65,0.0,0.0,BANCO SOLIDARIO,2026-06-26
9.7,0.0,0.0,BANCO SOLIDARIO,2026-06-26
9.715,0.0,0.0,BANCO SOLIDARIO,2026-06-26
9.73,0.0,0.0,BANCO SOLIDARIO,2026-06-26
9.74,2.0,100000.0,BANCO SOLIDARIO,2026-06-26
9.75,0.0,0.0,BANCO SOLIDARIO,2026-06-26
9.76,0.0,0.0,BANCO SOLIDARIO,2026-06-26
9.78,0.0,0.0,BANCO SOLIDARIO,2026-06-26
9.8,0.0,0.0,BANCO SOLIDARIO,2026-06-26
9.81,0.0,0.0,BANCO SOLIDARIO,2026-06-26
9.812,0.0,0.0,BANCO SOLIDARIO,2026-06-26
9.82,0.0,0.0,BANCO SOLIDARIO,2026-06-26
7.0,0.0,0.0,BANCO UNION,2026-06-26
7.01,0.0,0.0,BANCO UNION,2026-06-26
7.2,0.0,0.0,BANCO UNION,2026-06-26
7.5,0.0,0.0,BANCO UNION,2026-06-26
8.0,0.0,0.0,BANCO UNION,2026-06-26
8.2,0.0,0.0,BANCO UNION,2026-06-26
8.4,0.0,0.0,BANCO UNION,2026-06-26
8.5,0.0,0.0,BANCO UNION,2026-06-26
8.7,0.0,0.0,BANCO UNION,2026-06-26
8.85,0.0,0.0,BANCO UNION,2026-06-26
9.0,0.0,0.0,BANCO UNION,2026-06-26
9.05,2.0,650.0,BANCO UNION,2026-06-26
9.1,0.0,0.0,BANCO UNION,2026-06-26
9.15,0.0,0.0,BANCO UNION,2026-06-26
9.2,0.0,0.0,BANCO UNION,2026-06-26
9.32,0.0,0.0,BANCO UNION,2026-06-26
9.5,0.0,0.0,BANCO UNION,2026-06-26
