TC (En Bs/USD),N°,Monto,banco,fecha
9.83,0.0,0.0,BANCO ECONÓMICO,2026-07-02
9.835,0.0,0.0,BANCO ECONÓMICO,2026-07-02
9.84,0.0,0.0,BANCO ECONÓMICO,2026-07-02
9.85,0.0,0.0,BANCO ECONÓMICO,2026-07-02
9.86,0.0,0.0,BANCO ECONÓMICO,2026-07-02
9.9,0.0,0.0,BANCO ECONÓMICO,2026-07-02
10.0,0.0,0.0,BANCO ECONÓMICO,2026-07-02
9.29,0.0,0.0,BANCO FIE,2026-07-02
9.38,0.0,0.0,BANCO FIE,2026-07-02
9.48,0.0,0.0,BANCO FIE,2026-07-02
9.56,0.0,0.0,BANCO FIE,2026-07-02
9.58,0.0,0.0,BANCO FIE,2026-07-02
9.6,0.0,0.0,BANCO FIE,2026-07-02
9.63,0.0,0.0,BANCO FIE,2026-07-02
9.66,0.0,0.0,BANCO FIE,2026-07-02
9.68,12.0,40169.0,BANCO FIE,2026-07-02
9.7,0.0,0.0,BANCO FIE,2026-07-02
9.73,0.0,0.0,BANCO FIE,2026-07-02
9.75,0.0,0.0,BANCO FIE,2026-07-02
9.76,0.0,0.0,BANCO FIE,2026-07-02
9.77,0.0,0.0,BANCO FIE,2026-07-02
9.776,0.0,0.0,BANCO FIE,2026-07-02
9.78,0.0,0.0,BANCO FIE,2026-07-02
9.781,0.0,0.0,BANCO FIE,2026-07-02
9.785,0.0,0.0,BANCO FIE,2026-07-02
9.79,0.0,0.0,BANCO FIE,2026-07-02
9.8,0.0,0.0,BANCO FIE,2026-07-02
9.805,0.0,0.0,BANCO FIE,2026-07-02
9.81,0.0,0.0,BANCO FIE,2026-07-02
9.815,0.0,0.0,BANCO FIE,2026-07-02
9.82,0.0,0.0,BANCO FIE,2026-07-02
9.8299,0.0,0.0,BANCO FIE,2026-07-02
9.83,0.0,0.0,BANCO FIE,2026-07-02
9.835,0.0,0.0,BANCO FIE,2026-07-02
9.84,0.0,0.0,BANCO FIE,2026-07-02
9.85,0.0,0.0,BANCO FIE,2026-07-02
9.86,0.0,0.0,BANCO FIE,2026-07-02
9.9,0.0,0.0,BANCO FIE,2026-07-02
10.0,0.0,0.0,BANCO FIE,2026-07-02
9.29,0.0,0.0,BANCO FORTALEZA,2026-07-02
9.38,0.0,0.0,BANCO FORTALEZA,2026-07-02
9.48,0.0,0.0,BANCO FORTALEZA,2026-07-02
9.56,0.0,0.0,BANCO FORTALEZA,2026-07-02
9.58,0.0,0.0,BANCO FORTALEZA,2026-07-02
9.6,0.0,0.0,BANCO FORTALEZA,2026-07-02
9.63,0.0,0.0,BANCO FORTALEZA,2026-07-02
9.66,0.0,0.0,BANCO FORTALEZA,2026-07-02
9.68,0.0,0.0,BANCO FORTALEZA,2026-07-02
9.7,0.0,0.0,BANCO FORTALEZA,2026-07-02
9.73,0.0,0.0,BANCO FORTALEZA,2026-07-02
9.75,0.0,0.0,BANCO FORTALEZA,2026-07-02
9.76,0.0,0.0,BANCO FORTALEZA,2026-07-02
9.77,0.0,0.0,BANCO FORTALEZA,2026-07-02
9.776,0.0,0.0,BANCO FORTALEZA,2026-07-02
9.78,2.0,16.0,BANCO FORTALEZA,2026-07-02
9.781,0.0,0.0,BANCO FORTALEZA,2026-07-02
9.785,0.0,0.0,BANCO FORTALEZA,2026-07-02
9.79,0.0,0.0,BANCO FORTALEZA,2026-07-02
9.8,0.0,0.0,BANCO FORTALEZA,2026-07-02
9.805,0.0,0.0,BANCO FORTALEZA,2026-07-02
9.81,0.0,0.0,BANCO FORTALEZA,2026-07-02
9.815,0.0,0.0,BANCO FORTALEZA,2026-07-02
9.82,0.0,0.0,BANCO FORTALEZA,2026-07-02
9.8299,0.0,0.0,BANCO FORTALEZA,2026-07-02
9.83,0.0,0.0,BANCO FORTALEZA,2026-07-02
9.835,0.0,0.0,BANCO FORTALEZA,2026-07-02
9.84,0.0,0.0,BANCO FORTALEZA,2026-07-02
9.85,0.0,0.0,BANCO FORTALEZA,2026-07-02
9.86,0.0,0.0,BANCO FORTALEZA,2026-07-02
9.9,0.0,0.0,BANCO FORTALEZA,2026-07-02
10.0,0.0,0.0,BANCO FORTALEZA,2026-07-02
9.29,0.0,0.0,BANCO GANADERO,2026-07-02
9.38,0.0,0.0,BANCO GANADERO,2026-07-02
9.48,0.0,0.0,BANCO GANADERO,2026-07-02
9.56,0.0,0.0,BANCO GANADERO,2026-07-02
9.58,152.0,190091.0,BANCO GANADERO,2026-07-02
9.6,121.0,29727.0,BANCO GANADERO,2026-07-02
9.63,3.0,31045.0,BANCO GANADERO,2026-07-02
9.66,2.0,8.0,BANCO GANADERO,2026-07-02
9.68,0.0,0.0,BANCO GANADERO,2026-07-02
9.7,176.0,280051.0,BANCO GANADERO,2026-07-02
9.73,63.0,1338543.0,BANCO GANADERO,2026-07-02
9.75,0.0,0.0,BANCO GANADERO,2026-07-02
9.76,0.0,0.0,BANCO GANADERO,2026-07-02
9.77,0.0,0.0,BANCO GANADERO,2026-07-02
9.776,0.0,0.0,BANCO GANADERO,2026-07-02
9.78,18.0,101353.0,BANCO GANADERO,2026-07-02
9.781,1.0,382982.0,BANCO GANADERO,2026-07-02
9.785,0.0,0.0,BANCO GANADERO,2026-07-02
9.79,1.0,447982.0,BANCO GANADERO,2026-07-02
9.8,0.0,0.0,BANCO GANADERO,2026-07-02
9.805,0.0,0.0,BANCO GANADERO,2026-07-02
9.81,0.0,0.0,BANCO GANADERO,2026-07-02
9.815,0.0,0.0,BANCO GANADERO,2026-07-02
9.82,2.0,300000.0,BANCO GANADERO,2026-07-02
9.8299,1.0,344.0,BANCO GANADERO,2026-07-02
9.83,1.0,800000.0,BANCO GANADERO,2026-07-02
9.835,1.0,699982.0,BANCO GANADERO,2026-07-02
9.84,1.0,959982.0,BANCO GANADERO,2026-07-02
9.85,1.0,1400.0,BANCO GANADERO,2026-07-02
9.86,7.0,1874.0,BANCO GANADERO,2026-07-02
9.9,0.0,0.0,BANCO GANADERO,2026-07-02
10.0,0.0,0.0,BANCO GANADERO,2026-07-02
9.29,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-07-02
9.38,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-07-02
9.48,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-07-02
9.56,1.0,190740.0,BANCO MERCANTIL SANTA CRUZ,2026-07-02
9.58,187.0,171363.0,BANCO MERCANTIL SANTA CRUZ,2026-07-02
9.6,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-07-02
9.63,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-07-02
9.66,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-07-02
9.68,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-07-02
9.7,1.0,6940.0,BANCO MERCANTIL SANTA CRUZ,2026-07-02
9.73,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-07-02
9.75,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-07-02
9.76,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-07-02
9.77,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-07-02
9.776,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-07-02
9.78,1.0,114000.0,BANCO MERCANTIL SANTA CRUZ,2026-07-02
9.781,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-07-02
9.785,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-07-02
9.79,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-07-02
9.8,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-07-02
9.805,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-07-02
9.81,1.0,187600.0,BANCO MERCANTIL SANTA CRUZ,2026-07-02
9.815,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-07-02
9.82,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-07-02
9.8299,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-07-02
9.83,1.0,249907.0,BANCO MERCANTIL SANTA CRUZ,2026-07-02
9.835,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-07-02
9.84,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-07-02
9.85,1.0,17983.0,BANCO MERCANTIL SANTA CRUZ,2026-07-02
9.86,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-07-02
9.9,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-07-02
10.0,0.0,0.0,BANCO MERCANTIL SANTA CRUZ,2026-07-02
9.29,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-02
9.38,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-02
9.48,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-02
9.56,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-02
9.58,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-02
9.6,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-02
9.63,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-02
9.66,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-02
9.68,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-02
9.7,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-02
9.73,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-02
9.75,1.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-02
9.76,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-02
9.77,2.0,44000.0,BANCO NACIONAL DE BOLIVIA,2026-07-02
9.776,1.0,1.0,BANCO NACIONAL DE BOLIVIA,2026-07-02
9.78,1062.0,1523349.0,BANCO NACIONAL DE BOLIVIA,2026-07-02
9.781,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-02
9.785,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-02
9.79,1.0,999960.0,BANCO NACIONAL DE BOLIVIA,2026-07-02
9.8,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-02
9.805,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-02
9.81,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-02
9.815,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-02
9.82,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-02
9.8299,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-02
9.83,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-02
9.835,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-02
9.84,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-02
9.85,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-02
9.86,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-02
9.9,0.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-02
10.0,34.0,0.0,BANCO NACIONAL DE BOLIVIA,2026-07-02
9.29,0.0,0.0,BANCO PRODEM,2026-07-02
9.38,0.0,0.0,BANCO PRODEM,2026-07-02
9.48,8.0,4502.0,BANCO PRODEM,2026-07-02
9.56,0.0,0.0,BANCO PRODEM,2026-07-02
9.58,0.0,0.0,BANCO PRODEM,2026-07-02
9.6,0.0,0.0,BANCO PRODEM,2026-07-02
9.63,0.0,0.0,BANCO PRODEM,2026-07-02
9.66,0.0,0.0,BANCO PRODEM,2026-07-02
9.68,0.0,0.0,BANCO PRODEM,2026-07-02
9.7,0.0,0.0,BANCO PRODEM,2026-07-02
9.73,0.0,0.0,BANCO PRODEM,2026-07-02
9.75,0.0,0.0,BANCO PRODEM,2026-07-02
9.76,0.0,0.0,BANCO PRODEM,2026-07-02
9.77,0.0,0.0,BANCO PRODEM,2026-07-02
9.776,0.0,0.0,BANCO PRODEM,2026-07-02
9.78,0.0,0.0,BANCO PRODEM,2026-07-02
9.781,0.0,0.0,BANCO PRODEM,2026-07-02
9.785,0.0,0.0,BANCO PRODEM,2026-07-02
9.79,0.0,0.0,BANCO PRODEM,2026-07-02
9.8,0.0,0.0,BANCO PRODEM,2026-07-02
9.805,0.0,0.0,BANCO PRODEM,2026-07-02
9.81,0.0,0.0,BANCO PRODEM,2026-07-02
9.815,0.0,0.0,BANCO PRODEM,2026-07-02
9.82,0.0,0.0,BANCO PRODEM,2026-07-02
9.8299,0.0,0.0,BANCO PRODEM,2026-07-02
9.83,0.0,0.0,BANCO PRODEM,2026-07-02
9.835,0.0,0.0,BANCO PRODEM,2026-07-02
9.84,0.0,0.0,BANCO PRODEM,2026-07-02
9.85,0.0,0.0,BANCO PRODEM,2026-07-02
9.86,0.0,0.0,BANCO PRODEM,2026-07-02
9.9,0.0,0.0,BANCO PRODEM,2026-07-02
10.0,0.0,0.0,BANCO PRODEM,2026-07-02
9.29,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-02
9.38,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-02
9.48,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-02
9.56,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-02
9.58,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-02
9.6,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-02
9.63,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-02
9.66,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-02
9.68,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-02
9.7,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-02
9.73,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-02
9.75,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-02
9.76,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-02
9.77,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-02
9.776,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-02
9.78,3.0,2262.0,BANCO PYME DE LA COMUNIDAD,2026-07-02
9.781,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-02
9.785,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-02
9.79,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-02
9.8,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-02
9.805,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-02
9.81,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-02
9.815,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-02
9.82,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-02
9.8299,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-02
9.83,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-02
9.835,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-02
9.84,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-02
9.85,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-02
9.86,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-02
9.9,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-02
10.0,0.0,0.0,BANCO PYME DE LA COMUNIDAD,2026-07-02
9.29,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-02
9.38,2.0,2640.0,BANCO PYME ECOFUTURO,2026-07-02
9.48,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-02
9.56,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-02
9.58,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-02
9.6,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-02
9.63,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-02
9.66,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-02
9.68,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-02
9.7,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-02
9.73,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-02
9.75,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-02
9.76,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-02
9.77,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-02
9.776,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-02
9.78,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-02
9.781,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-02
9.785,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-02
9.79,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-02
9.8,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-02
9.805,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-02
9.81,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-02
9.815,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-02
9.82,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-02
9.8299,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-02
9.83,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-02
9.835,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-02
9.84,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-02
9.85,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-02
9.86,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-02
9.9,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-02
10.0,0.0,0.0,BANCO PYME ECOFUTURO,2026-07-02
9.29,27.0,19191.0,BANCO SOLIDARIO,2026-07-02
9.38,0.0,0.0,BANCO SOLIDARIO,2026-07-02
9.48,0.0,0.0,BANCO SOLIDARIO,2026-07-02
9.56,0.0,0.0,BANCO SOLIDARIO,2026-07-02
9.58,0.0,0.0,BANCO SOLIDARIO,2026-07-02
9.6,0.0,0.0,BANCO SOLIDARIO,2026-07-02
9.63,0.0,0.0,BANCO SOLIDARIO,2026-07-02
9.66,0.0,0.0,BANCO SOLIDARIO,2026-07-02
9.68,0.0,0.0,BANCO SOLIDARIO,2026-07-02
9.7,1.0,19780.0,BANCO SOLIDARIO,2026-07-02
9.73,0.0,0.0,BANCO SOLIDARIO,2026-07-02
9.75,1.0,12651.0,BANCO SOLIDARIO,2026-07-02
9.76,0.0,0.0,BANCO SOLIDARIO,2026-07-02
9.77,1.0,5576.0,BANCO SOLIDARIO,2026-07-02
9.776,0.0,0.0,BANCO SOLIDARIO,2026-07-02
9.78,3.0,23434.0,BANCO SOLIDARIO,2026-07-02
9.781,0.0,0.0,BANCO SOLIDARIO,2026-07-02
9.785,0.0,0.0,BANCO SOLIDARIO,2026-07-02
9.79,1.0,133518.0,BANCO SOLIDARIO,2026-07-02
9.8,2.0,89818.0,BANCO SOLIDARIO,2026-07-02
9.805,0.0,0.0,BANCO SOLIDARIO,2026-07-02
9.81,1.0,127405.0,BANCO SOLIDARIO,2026-07-02
9.815,0.0,0.0,BANCO SOLIDARIO,2026-07-02
9.82,0.0,0.0,BANCO SOLIDARIO,2026-07-02
9.8299,0.0,0.0,BANCO SOLIDARIO,2026-07-02
9.83,0.0,0.0,BANCO SOLIDARIO,2026-07-02
9.835,0.0,0.0,BANCO SOLIDARIO,2026-07-02
9.84,0.0,0.0,BANCO SOLIDARIO,2026-07-02
9.85,0.0,0.0,BANCO SOLIDARIO,2026-07-02
9.86,0.0,0.0,BANCO SOLIDARIO,2026-07-02
9.9,0.0,0.0,BANCO SOLIDARIO,2026-07-02
10.0,0.0,0.0,BANCO SOLIDARIO,2026-07-02
9.29,0.0,0.0,BANCO UNION,2026-07-02
9.38,0.0,0.0,BANCO UNION,2026-07-02
9.48,0.0,0.0,BANCO UNION,2026-07-02
9.56,0.0,0.0,BANCO UNION,2026-07-02
9.58,0.0,0.0,BANCO UNION,2026-07-02
9.6,0.0,0.0,BANCO UNION,2026-07-02
9.63,0.0,0.0,BANCO UNION,2026-07-02
9.66,0.0,0.0,BANCO UNION,2026-07-02
9.68,0.0,0.0,BANCO UNION,2026-07-02
9.7,0.0,0.0,BANCO UNION,2026-07-02
9.73,0.0,0.0,BANCO UNION,2026-07-02
9.75,0.0,0.0,BANCO UNION,2026-07-02
9.76,0.0,0.0,BANCO UNION,2026-07-02
9.77,0.0,0.0,BANCO UNION,2026-07-02
9.776,0.0,0.0,BANCO UNION,2026-07-02
9.78,75.0,209115.0,BANCO UNION,2026-07-02
9.781,0.0,0.0,BANCO UNION,2026-07-02
9.785,0.0,0.0,BANCO UNION,2026-07-02
9.79,0.0,0.0,BANCO UNION,2026-07-02
9.8,0.0,0.0,BANCO UNION,2026-07-02
9.805,0.0,0.0,BANCO UNION,2026-07-02
9.81,0.0,0.0,BANCO UNION,2026-07-02
9.815,0.0,0.0,BANCO UNION,2026-07-02
9.82,0.0,0.0,BANCO UNION,2026-07-02
9.8299,0.0,0.0,BANCO UNION,2026-07-02
9.83,0.0,0.0,BANCO UNION,2026-07-02
9.835,0.0,0.0,BANCO UNION,2026-07-02
9.84,0.0,0.0,BANCO UNION,2026-07-02
9.85,0.0,0.0,BANCO UNION,2026-07-02
9.86,0.0,0.0,BANCO UNION,2026-07-02
9.9,0.0,0.0,BANCO UNION,2026-07-02
10.0,0.0,0.0,BANCO UNION,2026-07-02
9.29,27.0,19191.0,TOTAL BANCOS,2026-07-02
9.38,2.0,2640.0,TOTAL BANCOS,2026-07-02
9.48,8.0,4502.0,TOTAL BANCOS,2026-07-02
9.56,1.0,190740.0,TOTAL BANCOS,2026-07-02
9.58,339.0,361454.0,TOTAL BANCOS,2026-07-02
9.6,121.0,29727.0,TOTAL BANCOS,2026-07-02
9.63,3.0,31045.0,TOTAL BANCOS,2026-07-02
9.66,5.0,1981.0,TOTAL BANCOS,2026-07-02
9.68,121.0,477737.0,TOTAL BANCOS,2026-07-02
9.7,178.0,306771.0,TOTAL BANCOS,2026-07-02
9.73,63.0,1338543.0,TOTAL BANCOS,2026-07-02
9.75,6.0,19122.0,TOTAL BANCOS,2026-07-02
9.76,3.0,178860.0,TOTAL BANCOS,2026-07-02
9.77,3.0,49576.0,TOTAL BANCOS,2026-07-02
9.776,1.0,1.0,TOTAL BANCOS,2026-07-02
9.78,1179.0,2495327.0,TOTAL BANCOS,2026-07-02
9.781,1.0,382982.0,TOTAL BANCOS,2026-07-02
9.785,2.0,430000.0,TOTAL BANCOS,2026-07-02
9.79,4.0,2081460.0,TOTAL BANCOS,2026-07-02
9.8,6.0,889857.0,TOTAL BANCOS,2026-07-02
9.805,1.0,1020800.0,TOTAL BANCOS,2026-07-02
9.81,4.0,504958.0,TOTAL BANCOS,2026-07-02
9.815,1.0,3000000.0,TOTAL BANCOS,2026-07-02
9.82,3.0,1300000.0,TOTAL BANCOS,2026-07-02
9.8299,1.0,344.0,TOTAL BANCOS,2026-07-02
9.83,2.0,1049907.0,TOTAL BANCOS,2026-07-02
9.835,1.0,699982.0,TOTAL BANCOS,2026-07-02
9.84,3.0,3109482.0,TOTAL BANCOS,2026-07-02
9.85,3.0,719323.0,TOTAL BANCOS,2026-07-02
9.86,7.0,1874.0,TOTAL BANCOS,2026-07-02
9.9,1.0,402892.0,TOTAL BANCOS,2026-07-02
10.0,34.0,0.0,TOTAL BANCOS,2026-07-02
9.29,0.0,0.0,BANCO BISA,2026-07-03
9.31,0.0,0.0,BANCO BISA,2026-07-03
9.4,0.0,0.0,BANCO BISA,2026-07-03
9.58,0.0,0.0,BANCO BISA,2026-07-03
9.59,0.0,0.0,BANCO BISA,2026-07-03
9.6,0.0,0.0,BANCO BISA,2026-07-03
9.62,0.0,0.0,BANCO BISA,2026-07-03
9.63,0.0,0.0,BANCO BISA,2026-07-03
9.7,38.0,136637.0,BANCO BISA,2026-07-03
9.72,3.0,35460.0,BANCO BISA,2026-07-03
9.73,0.0,0.0,BANCO BISA,2026-07-03
9.75,1.0,402.0,BANCO BISA,2026-07-03
9.76,1.0,56455.0,BANCO BISA,2026-07-03
9.78,1.0,386417.0,BANCO BISA,2026-07-03
9.79,0.0,0.0,BANCO BISA,2026-07-03
9.8,3.0,95005.0,BANCO BISA,2026-07-03
9.81,0.0,0.0,BANCO BISA,2026-07-03
9.82,1.0,129115.0,BANCO BISA,2026-07-03
9.83,1.0,177123.0,BANCO BISA,2026-07-03
9.84,0.0,0.0,BANCO BISA,2026-07-03
9.85,1.0,633862.0,BANCO BISA,2026-07-03
9.87,0.0,0.0,BANCO BISA,2026-07-03
9.88,0.0,0.0,BANCO BISA,2026-07-03
9.885,0.0,0.0,BANCO BISA,2026-07-03
9.9,0.0,0.0,BANCO BISA,2026-07-03
9.95,1.0,500000.0,BANCO BISA,2026-07-03
9.96,0.0,0.0,BANCO BISA,2026-07-03
9.965,0.0,0.0,BANCO BISA,2026-07-03
10.0,0.0,0.0,BANCO BISA,2026-07-03
10.25,0.0,0.0,BANCO BISA,2026-07-03
9.29,0.0,0.0,BANCO DE CRÉDITO,2026-07-03
9.31,0.0,0.0,BANCO DE CRÉDITO,2026-07-03
9.4,0.0,0.0,BANCO DE CRÉDITO,2026-07-03
9.58,0.0,0.0,BANCO DE CRÉDITO,2026-07-03
9.59,0.0,0.0,BANCO DE CRÉDITO,2026-07-03
9.6,0.0,0.0,BANCO DE CRÉDITO,2026-07-03
9.62,0.0,0.0,BANCO DE CRÉDITO,2026-07-03
9.63,0.0,0.0,BANCO DE CRÉDITO,2026-07-03
9.7,6.0,8585.0,BANCO DE CRÉDITO,2026-07-03
9.72,0.0,0.0,BANCO DE CRÉDITO,2026-07-03
9.73,0.0,0.0,BANCO DE CRÉDITO,2026-07-03
9.75,0.0,0.0,BANCO DE CRÉDITO,2026-07-03
9.76,0.0,0.0,BANCO DE CRÉDITO,2026-07-03
9.78,0.0,0.0,BANCO DE CRÉDITO,2026-07-03
9.79,0.0,0.0,BANCO DE CRÉDITO,2026-07-03
9.8,6.0,223547.0,BANCO DE CRÉDITO,2026-07-03
9.81,4.0,14676.0,BANCO DE CRÉDITO,2026-07-03
9.82,4.0,14640.0,BANCO DE CRÉDITO,2026-07-03
9.83,0.0,0.0,BANCO DE CRÉDITO,2026-07-03
9.84,0.0,0.0,BANCO DE CRÉDITO,2026-07-03
9.85,0.0,0.0,BANCO DE CRÉDITO,2026-07-03
9.87,0.0,0.0,BANCO DE CRÉDITO,2026-07-03
9.88,0.0,0.0,BANCO DE CRÉDITO,2026-07-03
9.885,0.0,0.0,BANCO DE CRÉDITO,2026-07-03
9.9,4.0,1204340.0,BANCO DE CRÉDITO,2026-07-03
9.95,0.0,0.0,BANCO DE CRÉDITO,2026-07-03
9.96,0.0,0.0,BANCO DE CRÉDITO,2026-07-03
9.965,0.0,0.0,BANCO DE CRÉDITO,2026-07-03
10.0,0.0,0.0,BANCO DE CRÉDITO,2026-07-03
10.25,0.0,0.0,BANCO DE CRÉDITO,2026-07-03
9.29,0.0,0.0,BANCO DE LA NACIÓN ARGENTINA,2026-07-03
9.31,0.0,0.0,BANCO DE LA NACIÓN ARGENTINA,2026-07-03
9.4,0.0,0.0,BANCO DE LA NACIÓN ARGENTINA,2026-07-03
9.58,0.0,0.0,BANCO DE LA NACIÓN ARGENTINA,2026-07-03
9.59,0.0,0.0,BANCO DE LA NACIÓN ARGENTINA,2026-07-03
9.6,0.0,0.0,BANCO DE LA NACIÓN ARGENTINA,2026-07-03
9.62,0.0,0.0,BANCO DE LA NACIÓN ARGENTINA,2026-07-03
9.63,0.0,0.0,BANCO DE LA NACIÓN ARGENTINA,2026-07-03
9.7,10.0,11336.0,BANCO DE LA NACIÓN ARGENTINA,2026-07-03
